id,nom,nom_developpe,guide_eco,guide_innov,eti,secteur_eco,secteur_innov,adr0,adr1,adr2,cp,ville,cedex,pays,tel1,tel2,fax,email,web,siren,siret,naf,sicovam,forme_juridique,autre_forme_juridique,etablissement,type_structure,actionnaire,nationalite,effectif,annee_effectif,ca,annee_ca,groupe,nationalite_groupe,effectif_groupe,annee_effectif_groupe,ca_groupe,annee_ca_groupe,regroupement,contact_maj_civ,contact_maj_nom,contact_maj_prenom,contact_maj_fonction,contact_maj_email,contact_maj_tel,changed,
3611,CENTUM ADENEO,NULL,1,1,0,Etudes / Ingénierie / Architecture,Sociétés d'ingénierie,NULL,4 chemin du Ruisseau,NULL,69130,Écully ,NULL,FR,04 72 18 08 40,NULL,04 72 18 08 41,accueil@centumadeneo.com,www.centumadeneo.com,379976723,37997672300120,7112B,NULL,NULL,SASU,Siège,Entreprise,Centum Adetel Group (100%),Française,377,2018,37 M€,2018,NULL,NULL,2150,2018,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1562916393,
3612,ADEQUAT GROUPE - ADSEARCH,NULL,1,0,0,Recrutement / Interim,NULL,NULL,115 avenue Maréchal de Saxe,CS 43315,69003,Lyon ,NULL,FR,04 78 14 30 00,NULL,04 78 14 30 11,siege@groupeadequat.fr,www.groupeadequat.fr,498958347,49895834700029,7022Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,9,2017,24,6 M€,2017,NULL,NULL,1 000,2017,900 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563887378,
3613,ADEQUATION LYON,NULL,1,0,0,Etudes / Ingénierie / Architecture,NULL,Espace Eiffel,18-20 rue Tronchet,NULL,69006,Lyon,NULL,FR,04 72 00 87 87,NULL,04 78 27 70 72,webmaster@adequation-france.com,www.adequation-france.fr,412474231,41247423100021,NULL,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1518187142,
3614,ADERLY - INVEST IN LYON,NULL,1,0,0,Aide aux entreprises,NULL,NULL,20 rue de la Bourse,NULL,69289,Lyon ,cedex  02,FR,04 72 40 57 50,NULL,NULL,aderly@investinlyon.com,www.aderly.com,308908276,30890827600014,9499Z,NULL,Assoc,NULL,Siège,Secteur public,NULL,NULL,20 à 49,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,Marion,Morel,morel@onlylyon.com,NULL,1549644404,
3615,ADETEL GROUP,NULL,1,0,0,Electrique / Electronique,NULL,NULL,2 chemin du Ruisseau,BP121,69134,Écully,CEDEX,FR,04 72 18 08 40,NULL,04 72 18 08 41,commercial@adetelgroup.com,www.adetelgroup.com,423343789,42334378900032,6430Z,NULL,SA,NULL,Siège,Entreprise,Cadres et dirigeants (80%),française,7,2015,3,8 M€,2015,ADETEL,NULL,650,2015,56 M€,2015,CA 2013 : 56 M€,Mme,NULL,NULL,NULL,NULL,NULL,1563365762,
3616,ADEX,NULL,1,0,0,Comptabilité / Expertise-comptable,NULL,NULL,9 Chemin de la Dhuy ,BP 57 ,38242,Meylan,cedex,FR,04 76 61 61 61,NULL,04 76 41 18 23,cabinet.adex@cabinetadex.fr,www.cabinetadex.fr,402896435,40289643500029,6920Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,3,9 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563365783,
3617,ADF RHÔNE-ALPES - CTRA,,1,0,0,Mécanique / Métallurgie,NULL,,3 rue Eugène Hénaff,,69200,Vénissieux,NULL,FR,04 72 51 22 74,,04 72 50 53 05,,www.groupeadf.com,488393885,48839388500014,3311Z,,SAS,NULL,Siège,Entreprise,,,173,NULL,NULL,NULL,Groupe ADF (Vitrolles, 13),,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923261,
3618,ADFLP,Association départementale de formation linguistique et professionnelle,1,0,0,Formation professionnelle,NULL,NULL,81 rue de la Tour,NULL,42000,Saint-Etienne,NULL,FR,04 77 47 57 77,NULL,04 77 47 20 69,contact@adflp.fr,www.adflp-formations.com,312730641,31273064100056,8559A,NULL,NULL,NULL,Siège,Association,NULL,NULL,12,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543085170,
3619,ADGENSITE,NULL,0,0,0,Marketing,NULL,NULL,89 boulevard des Belges,NULL,69006,Lyon,NULL,FR,04 72 74 01 47,NULL,04 78 53 06 40,info@adgensite.com,www.adgensite.com,432735579,43273557900034,6202A,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,3 à 5,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1541751951,
3620,APROJOB,NULL,1,0,0,Recrutement / Interim,NULL,NULL,18 rue des Docteurs Charcot,NULL,42100,Saint-Etienne,NULL,FR,04 77 59 40 20,NULL,04 77 59 40 21,NULL,www.aprojob.com,484851241,48485124100014,7820Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,13 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563365803,
3621,ADIL 26,Association départementale d'information sur le logement,0,0,0,Habitat,NULL,NULL,NULL,BP 1022,26010,Valence ,cedex,FR,04 75 79 04 04,NULL,NULL,adil26@dromenet.org,adil.dromenet.org,NULL,NULL,NULL,NULL,Assoc,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542214517,
3622,ADIM LYON,NULL,0,0,0,Habitat,NULL,NULL,133 rue Bataille,NULL,69008,Lyon,NULL,FR,04 72 78 10 50,NULL,NULL,NULL,www.vinci-construction.fr,500772918,50077291800016,4110A,NULL,SNC,NULL,Siège,Entreprise,Adim / Nanterre 92000 / 99%,NULL,NULL,NULL,NULL,NULL,Vinci,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542214606,
3623,ADIRA,NULL,1,0,0,Associations, clubs et réseaux,NULL,NULL,5 allée Général Benoît,NULL,69500,Bron,NULL,FR,04 72 33 06 90,NULL,NULL,adira@adira.org,www.adira.org,313578023,31357802300035,8230Z,NULL,Assoc,NULL,Siège,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adira@adira.org,NULL,1562764044,
3624,ADISSEO FRANCE,NULL,1,0,0,Chimie,NULL,NULL,Av. Berthelot,NULL,38370,Saint-Clair-du-Rhône,NULL,FR,04 74 56 94 00,NULL,04 74 56 94 01,www.adisseo.com/contact/,www.adisseo.com,439436569,43943656900040,2014Z,NULL,SAS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,1990,2017,1267,7 M€,2016,China National Bluestar,Chine,25000,2017,6400 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1517490573,
3625,NOVELIGE,NULL,1,0,0,Immobilier d'entreprise,NULL,NULL,34 rue Antoine Primat\n34 Rue Antoine Primat,CS 60261,69603,Villeurbanne,NULL,FR,04 26 04 14 27,04 72 78 10 48 (commercial),NULL,novelige@vinci-construction.fr,www.novelige.fr,503880510,50388051000022,4120B,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,27,2017,20,7 M€,2017,Vinci,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,perrine.bernard@vinci-construction.fr,NULL,1542277933,
3627,ADN,Alpes Dauphiné nettoyage,1,0,0,Maintenance / Nettoyage,NULL,,32 bis rue de la Liberté,BP 115,38602,Fontaine ,cedex,FR,04 76 26 73 28,,04 76 26 68 10,info@adn-nettoyage.com,www.adn-nettoyage.com,344857727,34485772700103,,,SAS,NULL,Siège,Entreprise,Gaetano Stagnitto (99,52%),,NULL,NULL,NULL,NULL,,,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923321,
3628,ADNCOM,NULL,1,0,0,Communication / Evénementiel,NULL,NULL,19 rue de la Tuilerie,NULL,38170,Seyssinet-Pariset,NULL,FR,04 38 12 44 11,NULL,04 76 84 50 56,info@adncom.fr,www.adncom.fr,439512484,43951248400015,7311Z,NULL,SARL,NULL,Siège,Entreprise,Stéphane Nicolas/40%,NULL,6 à 9,2016,0,8 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1506076699,
3629,ADP,NULL,1,0,0,Recrutement / Interim,NULL,NULL,60 allée des Frênes,NULL,69760,Limonest,NULL,FR,0 820 025 673,04 78 64 30 30,04 78 83 31 13,NULL,www.fr.adp.com,432123735,43212373500198,NULL,NULL,NULL,NULL,Etablissement secondaire,Entreprise,NULL,NULL,330,NULL,NULL,NULL,NULL,NULL,2 400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542996805,
3630,ADP GSI FRANCE ,NULL,1,0,0,Conseil / Audit,NULL,NULL,Parc d'affaires du Puy d'Or,NULL,69760,Limonest,NULL,FR,04 78 64 30 30,NULL,NULL,NULL,www.fr.adp.com,432123735,43212373500313,NULL,NULL,NULL,SASU,Etablissement secondaire,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2255,2017,316,5 M€,2018,NULL,Mme,NULL,NULL,NULL,pierre.lairy@adp.com,NULL,1563893855,
3631,ADRÉA MUTUELLE PAYS DE SAVOIE (EX-MUTUELLES SAVOYARDES),,0,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,Barberaz,130 galerie de la Chartreuse,,73021,Chambéry ,cedex,FR,04 79 70 80 90,,04 79 70 09 89,,www.adrea-paysdesavoie.fr,775653355,77565335500054,,,NULL,NULL,Siège,Entreprise,,,120,NULL,NULL,NULL,Adrea,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923321,
3632,MUTUALITÉ FRANÇAISE DE L'AIN,,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,58 rue Bourgmayer,BP 16,01017,Bourg-en-Bresse ,cedex,FR,04 74 23 11 23,,,,www.adrea-paysdelain.fr,444299887,44429988700018,,,NULL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923321,
3634,ADTHINK,NULL,1,0,0,Logiciels / Services Numériques,NULL,NULL,79 rue François Mermet,BP 30,69160,Tassin-la-Demi-Lune ,cedex,FR,04 78 42 90 99,NULL,04 78 42 25 54,contact@adthink.com,https://adthink.com/fr,437733769,43773376900040,7312Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,41,2018,13,5 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,CARRASCO,Stéphanie,assistante administrative,contact@adthink-media.com,0478429099,1564042937,
3635,AAA,Advanced Accelerator Applications,1,0,0,Santé,NULL,NULL,20 rue Rudolph Diesel,NULL,01630,Saint-Genis-Pouilly,NULL,FR,04 50 99 30 70,NULL,04 50 99 30 71,info@adacap.com,www.adacap.com,441417110,44141711000026,2120Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,120,2016,41,1 M€,2016,Cern,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1527860806,
3636,ADVIVO,NULL,1,0,0,Habitat,NULL,NULL,1 square de la Résistance,BP 114,38209,Vienne ,cedex,FR,04 74 78 39 00,NULL,04 74 78 39 01,NULL,www.advivo.fr,350276580,35027658000015,6820A,NULL,Epic,NULL,Siège,Entreprise,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542214692,
3637,AGENCE ÉCONOMIQUE DE LA HAUTE-SAVOIE,NULL,0,0,0,Aide aux entreprises,NULL,NULL,20 avenue du Parmelan,BP 2444,74041,Annecy ,cedex,FR,04 50 33 50 14,NULL,04 50 32 78 71,info@haute-savoie.com,www.haute-savoie.com,400210464,40021046400014,NULL,NULL,NULL,NULL,Siège,Secteur public,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1542303833,
3638,VERTIV INDUSTRIAL SYSTEMS (ex-EMERSON NETWORK POWER),NULL,1,0,0,Electrique / Electronique,NULL,NULL,30 avenue Montgolfier,NULL,69684,Chassieu ,cedex  France,FR,04 72 47 63 77 ,NULL,04 78 40 13 94 ,NULL,aees@emerson.com,712035401,71203540100090,2790Z,NULL,SAS,SASU,Siège,Entreprise,NULL,NULL,323,2016,82 M€,2016,Vertiv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1516897814,
3639,AEGIS CONSULTING,,1,0,0,Logiciels / Services Numériques,NULL,Leaders Park bât. A2,3 chemin des Cytises,,69340,Francheville,NULL,FR,04 72 38 12 12,,,,www.aegis-consulting.fr,418105797,41810579700041,6202A,,SARL,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923381,
3640,AEPI,Agence d'études et de promotion de l'Isère,1,0,0,Aide aux entreprises,NULL,NULL,1 place Firmin Gautier,NULL,38027,Grenoble ,cedex  1,FR,04 76 70 97 18,NULL,04 76 70 97 19,aepi@grenoble-isere.com,www.grenoble-isere.com,411978000,41197800000023,NULL,NULL,NULL,NULL,NULL,Secteur public,NULL,NULL,20,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1542303469,
3641,AERO-TEK,,0,0,0,Maintenance / Nettoyage,NULL,,78 Bvd Paul doumer,,06110,Le Cannet,NULL,FR,0785689638,,0493452588,contact@aero-tek.fr,www.aero-tek.fr,800 242 448 ,800 242 448 00010,8121Z,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923381,
3642,AÉROPORT ANNECY HAUTE-SAVOIE MONT BLANC - SAMBA,Société Annecy Mont-Blanc Aéroport,1,0,0,Aménagement / Infrastructures,NULL,NULL,8 route de Côte Merle,NULL,74370,Metz-Tessy,NULL,FR,04 50 32 23 22,NULL,NULL,NULL,www.annecy.aeroport.fr,790453013,79045301300019,5223Z,NULL,SARL,NULL,Siège,Entreprise,EDEIS,France,14,2018,1,2 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563366367,
3643,AÉROPORT DE SAINT-ÉTIENNE-LOIRE,NULL,1,0,0,Aménagement / Infrastructures,NULL,NULL,NULL,NULL,42160,Andrézieux-Bouthéon,NULL,FR,04 77 55 71 71,NULL,04 77 55 71 78,NULL,www.saint-etienne.aeroport.fr,NULL,NULL,NULL,NULL,NULL,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1541613033,
3645,GENÈVE AÉROPORT,Aéroport International de Genève,0,0,0,Logistique / Transport,NULL,NULL,CH 1215 Genève 15,NULL,CP 100,Genève,NULL,CH,(41) 22 717 71 01,NULL,(41) 22 798 43 77,NULL,www.gva.ch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entreprise,NULL,NULL,NULL,NULL,466,4 MCHF,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1524130261,
3646,AÉROPORTS DE LYON - LYON-BRON,NULL,1,0,0,Aménagement / Infrastructures,NULL,Zone aéroportuaire,1 avenue Louis Mouillard,NULL,69500,Bron,NULL,FR,08 25 10 69 69,NULL,04 78 26 72 65,bron@lyonaeroports.com,www.lyonaeroports.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,Aéroports de Lyon SA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1541613099,
3647,POTENTIEL,,0,0,0,Autres services,NULL,,52 RUE MONTGOLFIER,,69006,lyon,NULL,FR,0478423354,,0478423354,leclere@potentiel-conseil.fr,www.potentiel-conseil.fr,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923441,
3648,AÉROPORTS DE LYON - LYON-SAINT EXUPÉRY,NULL,1,0,0,Aménagement / Infrastructures,NULL,NULL,Aéroports de Lyon,BP 113,69125,Colombier-Saugnieu,NULL,FR,0 826 80 08 26,NULL,04 72 22 74 71,NULL,www.lyonaeroports.com,493425136,49342513600022,5223Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,466,2017,186,3 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,Rousset,Isabelle,NULL,isabelle.rousset@lyonaeroports.com,NULL,1557390702,
3649,AFE MÉTAL ,,1,0,0,Mécanique / Métallurgie,NULL,,Bd de la Boissonnette,,42110,Feurs,NULL,FR,04 77 27 41 11,,04 77 26 30 49,sales@afemetal.com,www.afe.fr,381252121,38125212100011,7010Z,,SAS,NULL,Siège,Entreprise,,,900,NULL,NULL,NULL,Groupe AFE,,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1472923441,
3650,SAINT-MICHEL ÉDUCATION,NULL,1,0,0,Formation professionnelle,NULL,NULL,4 rue Jules Vallès,NULL,42030,Saint-Etienne ,cedex 02,FR,04 77 49 44 60,NULL,04 77 49 44 61,saint.michel.administratif@wanadoo.fr,www.saint-michel-enseignement.fr,776394934,77639493400017,8542Z,NULL,Assoc,NULL,Siège,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543089131,
3651,AFFICHES DE GRENOBLE ET DU DAUPHINÉ,NULL,1,0,0,Média,NULL,NULL,6 avenue de l'Europe,NULL,38100,Grenoble ,NULL,FR,04 76 84 32 00 ,NULL,NULL,redaction@affiches.fr,www.affiches.fr, 056500473, 05650047300030,5814Z,NULL,SA,NULL,Siège,Entreprise,Famille Cellard,NULL,39,2018,6,1 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563367919,
3652,XEROX BUSINESS SOLUTIONS FRANCE (EX ACS) ,NULL,1,0,0,Biens d'équipement,NULL,NULL,Rue Claude Chappe,BP 345,07503,Guilherand-Grange,NULL,FR,04 75 81 41 41,NULL,04 75 81 41 00,NULL,www.xerox.fr,480800150,48080015000025,3320C,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,407,2016,102,3 M€,2016,Xerox,américaine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1512736119,
3653,AFIPAEIM,NULL,1,0,0,Insertion / Social,NULL,NULL,3 avenue Marie Reynoard,CS 70003,38029,Grenoble ,cedex 2,FR,04 76 46 39 66,NULL,04 76 12 13 38,NULL,www.afipaeim.asso.fr,775595903,77559590301407,NULL,NULL,Assoc,NULL,Siège,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543071548,
3654,MIDI ET DEMI,,0,0,0,Autres services,NULL,,Route de St fortunat,,69370,SAINT DIDIER AU MONT D OR,NULL,FR,0677226229,,040000000,aguerra@midietdemi.fr,www.midietdemi.fr,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923501,
3655,monCIO,,0,0,0,Conseil / Audit,NULL,,32E RUE CHAZIÈRE,,69004,Lyon,NULL,FR,0608774314,,0608774314,contact@moncio.com,www.moncio.com,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923501,
3656,ALKYNA,,0,0,0,Traitement de l'eau,NULL,,1 ROUTE DE LIMONEST,,69570,DARDILLY,NULL,FR,0604538788,,0811690869,jean-luc.dufresne@alkyna.fr,www.alkyna.fr,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923501,
3657,DEGROOF PETERCAM (EX-AFORGE DEGROOF FINANCE ),,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,17 rue de la République,,69002,Lyon,NULL,FR,04 72 40 92 00,,04 78 37 72 47,,www.aforgedegroof.com,484326236,48432623600029,7022Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,Degroof Petercam ,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923501,
3658,AFPA AUVERGNE RHONE-ALPES,NULL,1,0,0,Formation professionnelle,NULL,NULL,35 boulevard de Jodino,NULL,69200,Vénissieux,NULL,FR,3936,NULL,NULL,NULL,www.afpa.fr,300599123,30059912306396,NULL,NULL,Assoc,NULL,Etablissement secondaire,Secteur public,NULL,NULL,850,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1543085283,
3659,AFPI LOIRE ,Association de formation professionnelle de l'industrie,1,0,0,Formation professionnelle,NULL,Cité des Entreprises,16 boulevard de l'Etivallière,BP 715,42950,Saint-Etienne ,cedex 9,FR, 04 77 92 89 89,NULL,NULL,NULL,www.formation-industries-loire.fr,320315203,32031520300036,8559A,NULL,Assoc,NULL,Siège,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1543085366,
3660,AFPIA SUD EST ,,0,0,0,NULL,NULL,,55 RUE FEUILLAT,,69003,LYON,NULL,FR,04 72 69 76 20,,04 78 94 94 62,,,450946561,45094656100021,,,NULL,NULL,Siège,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923501,
3661,AFPI-CFAI DE L’AIN-AFPMA,ASSOCIATION  FORMATION PROMOTION MÉTIERS DE L'AIN,0,0,0,Formation professionnelle,NULL,,1 ALLÉE DES TYRANDES,,01960,PERONNAS,NULL,FR,04 74 32 36 36,,04 74 32 60 94,,www.afpicfai01.com,779310044,77931004400028,,,NULL,NULL,NULL,Association,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923501,
3662,AG2R LA MONDIALE - GRENOBLE,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,47 avenue Marie Reynoard,NULL,38067,Grenoble ,cedex  02,FR,04 76 23 99 10,NULL,NULL,NULL,www.ag2rlamondiale.fr,321337503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1531990880,
3663,CER FRANCE DRÔME VAUCLUSE,,1,0,0,Comptabilité / Expertise-comptable,NULL,,30 rue Frédéric Chopin,,26000,Valence,NULL,FR,04 75 78 11 11,,04 75 42 20 81,agc26@cerfrance.fr,www.dromevaucluse.cerfrance.fr,779464619,77946461900021,,,Assoc,NULL,Siège,Association,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923501,
3664,AGEFOS PME AUVERGNE-RHONE-ALPES,NULL,0,0,0,Formation professionnelle,NULL,NULL,50, rue Saint Jean de Dieu,BP 7077,69348,LYON,Cedex 07,FR,04 72 71 55 30,NULL,04 26 68 40 19,NULL,www.agefos-pme-auvergnerhonealpes.com/, 820 427 615 , 820 427 615 00019,9499Z,NULL,Assoc,NULL,Siège,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1519401392,
3665,AGEMETRA,,0,0,0,Santé,NULL,,PA de la Saulaie - 23 av. des Saules,BP 70,69922,Oullins ,cedex,FR,04 72 56 14 14,,04 72 41 09 63,,www.agemetra.org,779843044,77984304400214,,,Assoc,NULL,Siège,Association,,,100,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923561,
3666,AGENCE BARNOUD,NULL,0,0,0,Habitat,NULL,Résidence l'Etoile,7 avenue du Général de Gaulle,BP 115,74207,Thonon-les-Bains ,cedex,FR,04 50 71 63 04,NULL,04 56 54 32 98,barnoud.location@orange.fr,www.barnoud-immobilier.fr,394022321,39402232100019,6831Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542214722,
3667,ÉPURES,NULL,1,0,0,Urbanisme,NULL,NULL,46 rue de la Télématique,CS 40801,42952,Saint-Etienne ,cedex 1,FR,04 77 92 84 00,NULL,04 77 92 84 09,NULL,www.epures.com,776382061,77638206100021,NULL,NULL,NULL,NULL,Siège,Secteur public,NULL,NULL,40,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542280132,
3668,AGENCE DE DÉVELOPPEMENT TOURISTIQUE DE L'ARDÈCHE,,0,0,0,Agences et Offices de tourisme / Stations,NULL,,4 cours du Palais,,07000,PRIVAS,NULL,FR,04 75 64 04 66,,04 75 64 23 93,cdt07@ardeche-guide.com,www.ardeche-guide.com/,,,,,NULL,NULL,NULL,Secteur public,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472923561,
3669,AGENCE DE L'EAU RHÔNE MÉDITERRANÉE CORSE,NULL,1,0,0,Etat / Organismes publics,NULL,NULL,2-4 allée de Lodz,NULL,69363,Lyon ,cedex  07,FR,04 72 71 26 00,NULL,04 72 71 26 01,NULL,www.eaurmc.fr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Secteur public,NULL,NULL,380,2017,553,5 M€,Budget 2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1541615400,
3670,URBALYON,NULL,1,0,0,Urbanisme,NULL,Tour Part Dieu - 22e et 23e étages,129 rue Servient,NULL,69326,Lyon ,cedex 03,FR,04 81 92 33 00,NULL,04 81 92 33 10,NULL,www.urbalyon.org,315028365,31502836500056,7111Z,NULL,Assoc,NULL,Siège,Secteur public,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542302755,
